date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
05:05:57	2251/2251	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2026%20Sep%202022%2002:05:57%20GMT	https://damnedbetagame.repl.co/themes/damned/assets/images/orns/m-orn-fixed-bar.svg	C:/My%20Web%20Sites/qwe/damnedbetagame.repl.co/themes/damned/assets/images/orns/m-orn-fixed-bar.svg	(from https://damnedbetagame.repl.co/)
05:05:58	1169/1169	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2026%20Sep%202022%2002:05:57%20GMT	https://damnedbetagame.repl.co/themes/damned/assets/images/orns/orn-section.svg	C:/My%20Web%20Sites/qwe/damnedbetagame.repl.co/themes/damned/assets/images/orns/orn-section.svg	(from https://damnedbetagame.repl.co/)
05:05:59	397/397	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Sep%202022%2002:05:58%20GMT	https://damnedbetagame.repl.co/themes/damned/assets/images/parallax-banner/bg-deep-blue.png	C:/My%20Web%20Sites/qwe/damnedbetagame.repl.co/themes/damned/assets/images/parallax-banner/bg-deep-blue.png	(from https://damnedbetagame.repl.co/)
05:06:00	2100/2100	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Sep%202022%2002:05:59%20GMT	https://damnedbetagame.repl.co/themes/damned/assets/images/parallax-banner/parallax-04.png	C:/My%20Web%20Sites/qwe/damnedbetagame.repl.co/themes/damned/assets/images/parallax-banner/parallax-04.png	(from https://damnedbetagame.repl.co/)
05:06:01	163831/163831	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Sep%202022%2002:06:00%20GMT	https://damnedbetagame.repl.co/themes/damned/assets/images/parallax-banner/fog-03.png	C:/My%20Web%20Sites/qwe/damnedbetagame.repl.co/themes/damned/assets/images/parallax-banner/fog-03.png	(from https://damnedbetagame.repl.co/)
05:06:02	20489/20489	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Sep%202022%2002:06:01%20GMT	https://damnedbetagame.repl.co/themes/damned/assets/images/parallax-banner/parallax-03.png	C:/My%20Web%20Sites/qwe/damnedbetagame.repl.co/themes/damned/assets/images/parallax-banner/parallax-03.png	(from https://damnedbetagame.repl.co/)
05:06:03	164956/164956	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Sep%202022%2002:06:02%20GMT	https://damnedbetagame.repl.co/themes/damned/assets/images/parallax-banner/fog-02.png	C:/My%20Web%20Sites/qwe/damnedbetagame.repl.co/themes/damned/assets/images/parallax-banner/fog-02.png	(from https://damnedbetagame.repl.co/)
05:06:04	20621/20621	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Sep%202022%2002:06:03%20GMT	https://damnedbetagame.repl.co/themes/damned/assets/images/parallax-banner/parallax-02.png	C:/My%20Web%20Sites/qwe/damnedbetagame.repl.co/themes/damned/assets/images/parallax-banner/parallax-02.png	(from https://damnedbetagame.repl.co/)
05:06:05	140305/140305	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Sep%202022%2002:06:04%20GMT	https://damnedbetagame.repl.co/themes/damned/assets/images/parallax-banner/fog-01.png	C:/My%20Web%20Sites/qwe/damnedbetagame.repl.co/themes/damned/assets/images/parallax-banner/fog-01.png	(from https://damnedbetagame.repl.co/)
05:06:05	13279/13279	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Sep%202022%2002:06:05%20GMT	https://damnedbetagame.repl.co/themes/damned/assets/images/parallax-banner/parallax-01.png	C:/My%20Web%20Sites/qwe/damnedbetagame.repl.co/themes/damned/assets/images/parallax-banner/parallax-01.png	(from https://damnedbetagame.repl.co/)
05:06:07	601051/601051	---M--	200	added ('OK')	image/gif	date:Mon,%2026%20Sep%202022%2002:06:06%20GMT	https://damnedbetagame.repl.co/storage/app/media/site_gif_01.gif	C:/My%20Web%20Sites/qwe/damnedbetagame.repl.co/storage/app/media/site_gif_01.gif	(from https://damnedbetagame.repl.co/)
05:06:07	59013/59013	---M--	200	added ('OK')	image/gif	date:Mon,%2026%20Sep%202022%2002:06:07%20GMT	https://damnedbetagame.repl.co/storage/app/media/site_gif_02.gif	C:/My%20Web%20Sites/qwe/damnedbetagame.repl.co/storage/app/media/site_gif_02.gif	(from https://damnedbetagame.repl.co/)
05:06:09	1060593/1060593	---M--	200	added ('OK')	image/gif	date:Mon,%2026%20Sep%202022%2002:06:08%20GMT	https://damnedbetagame.repl.co/storage/app/media/site_gif_03.gif	C:/My%20Web%20Sites/qwe/damnedbetagame.repl.co/storage/app/media/site_gif_03.gif	(from https://damnedbetagame.repl.co/)
05:06:09	223749/223749	---M--	200	added ('OK')	image/jpeg	date:Mon,%2026%20Sep%202022%2002:06:08%20GMT	https://damnedbetagame.repl.co/storage/app/uploads/public/5f4/04a/e6d/5f404ae6d9548364333870.jpg	C:/My%20Web%20Sites/qwe/damnedbetagame.repl.co/storage/app/uploads/public/5f4/04a/e6d/5f404ae6d9548364333870.jpg	(from https://damnedbetagame.repl.co/)
05:06:10	78439/78439	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Sep%202022%2002:06:09%20GMT	https://damnedbetagame.repl.co/storage/app/uploads/public/5f4/04a/e8d/5f404ae8da386425492637.png	C:/My%20Web%20Sites/qwe/damnedbetagame.repl.co/storage/app/uploads/public/5f4/04a/e8d/5f404ae8da386425492637.png	(from https://damnedbetagame.repl.co/)
05:06:11	94818/94818	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Sep%202022%2002:06:10%20GMT	https://damnedbetagame.repl.co/storage/app/uploads/public/5f4/04a/e84/5f404ae846baa550833270.png	C:/My%20Web%20Sites/qwe/damnedbetagame.repl.co/storage/app/uploads/public/5f4/04a/e84/5f404ae846baa550833270.png	(from https://damnedbetagame.repl.co/)
05:06:12	212973/212973	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Sep%202022%2002:06:11%20GMT	https://damnedbetagame.repl.co/storage/app/uploads/public/5f4/04a/e79/5f404ae795f09940878990.png	C:/My%20Web%20Sites/qwe/damnedbetagame.repl.co/storage/app/uploads/public/5f4/04a/e79/5f404ae795f09940878990.png	(from https://damnedbetagame.repl.co/)
05:06:13	193835/193835	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Sep%202022%2002:06:12%20GMT	https://damnedbetagame.repl.co/storage/app/uploads/public/5f4/04a/e6d/5f404ae6d8e1e682945750.png	C:/My%20Web%20Sites/qwe/damnedbetagame.repl.co/storage/app/uploads/public/5f4/04a/e6d/5f404ae6d8e1e682945750.png	(from https://damnedbetagame.repl.co/)
05:06:14	172294/172294	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Sep%202022%2002:06:13%20GMT	https://damnedbetagame.repl.co/storage/app/uploads/public/5f4/04a/e8d/5f404ae8d5ebd046030759.png	C:/My%20Web%20Sites/qwe/damnedbetagame.repl.co/storage/app/uploads/public/5f4/04a/e8d/5f404ae8d5ebd046030759.png	(from https://damnedbetagame.repl.co/)
05:06:15	144793/144793	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Sep%202022%2002:06:14%20GMT	https://damnedbetagame.repl.co/storage/app/uploads/public/5f4/04a/e83/5f404ae83b3ed367891541.png	C:/My%20Web%20Sites/qwe/damnedbetagame.repl.co/storage/app/uploads/public/5f4/04a/e83/5f404ae83b3ed367891541.png	(from https://damnedbetagame.repl.co/)
05:06:16	115385/115385	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Sep%202022%2002:06:15%20GMT	https://damnedbetagame.repl.co/storage/app/uploads/public/5f4/04a/e79/5f404ae791733987957703.png	C:/My%20Web%20Sites/qwe/damnedbetagame.repl.co/storage/app/uploads/public/5f4/04a/e79/5f404ae791733987957703.png	(from https://damnedbetagame.repl.co/)
05:06:16	5109/5109	---M--	200	added ('OK')	text/html	date:Mon,%2026%20Sep%202022%2002:06:16%20GMT	https://damnedbetagame.repl.co/cdn-cgi/l/email-protection.html	C:/My%20Web%20Sites/qwe/damnedbetagame.repl.co/cdn-cgi/l/email-protection.html	(from https://damnedbetagame.repl.co/)
05:06:17	1239/1239	---M--	200	added ('OK')	text/javascript	date:Mon,%2026%20Sep%202022%2002:06:17%20GMT	https://damnedbetagame.repl.co/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/My%20Web%20Sites/qwe/damnedbetagame.repl.co/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://damnedbetagame.repl.co/)
05:06:19	244026/244026	---M--	200	added ('OK')	text/javascript	date:Mon,%2026%20Sep%202022%2002:06:18%20GMT	https://damnedbetagame.repl.co/themes/damned/assets/js/main.min.js	C:/My%20Web%20Sites/qwe/damnedbetagame.repl.co/themes/damned/assets/js/main.min.js	(from https://damnedbetagame.repl.co/)
05:06:20	18164/18164	---M--	200	added ('OK')	text/javascript	date:Mon,%2026%20Sep%202022%2002:06:19%20GMT	https://damnedbetagame.repl.co/modules/system/assets/js/framework.js	C:/My%20Web%20Sites/qwe/damnedbetagame.repl.co/modules/system/assets/js/framework.js	(from https://damnedbetagame.repl.co/)
05:06:21	4415/4415	---M--	200	added ('OK')	text/javascript	date:Mon,%2026%20Sep%202022%2002:06:20%20GMT	https://damnedbetagame.repl.co/modules/system/assets/js/framework.extras.js	C:/My%20Web%20Sites/qwe/damnedbetagame.repl.co/modules/system/assets/js/framework.extras.js	(from https://damnedbetagame.repl.co/)
05:06:22	5666/5666	---M--	200	added ('OK')	text/css	date:Mon,%2026%20Sep%202022%2002:06:21%20GMT	https://damnedbetagame.repl.co/modules/system/assets/css/framework.extras.css	C:/My%20Web%20Sites/qwe/damnedbetagame.repl.co/modules/system/assets/css/framework.extras.css	(from https://damnedbetagame.repl.co/)
05:06:23	1124/1124	---M--	200	added ('OK')	text/html	date:Mon,%2026%20Sep%202022%2002:06:22%20GMT	https://damnedbetagame.repl.co/themes/elderand/assets/images/promo.html	C:/My%20Web%20Sites/qwe/damnedbetagame.repl.co/themes/elderand/assets/images/promo.html	(from https://damnedbetagame.repl.co/pt-br.html)
05:06:24	1156/1156	---M--	200	added ('OK')	text/html	date:Mon,%2026%20Sep%202022%2002:06:23%20GMT	https://damnedbetagame.repl.co/themes/elderand/assets/images/favicon851085108510.html?v=0.2	C:/My%20Web%20Sites/qwe/damnedbetagame.repl.co/themes/elderand/assets/images/favicon8510851085108510.html	(from https://damnedbetagame.repl.co/pt-br.html)
05:06:25	1168/1168	---M--	200	added ('OK')	text/html	date:Mon,%2026%20Sep%202022%2002:06:24%20GMT	https://damnedbetagame.repl.co/themes/elderand/assets/css/style.minf3a7f3a7f3a7.html?v=1135494045	C:/My%20Web%20Sites/qwe/damnedbetagame.repl.co/themes/elderand/assets/css/style.minf3a7f3a7f3a7f3a7.html	(from https://damnedbetagame.repl.co/pt-br.html)
05:06:26	1140/1140	---M--	200	added ('OK')	text/html	date:Mon,%2026%20Sep%202022%2002:06:25%20GMT	https://damnedbetagame.repl.co/themes/elderand/assets/images/elderand-logo.html	C:/My%20Web%20Sites/qwe/damnedbetagame.repl.co/themes/elderand/assets/images/elderand-logo.html	(from https://damnedbetagame.repl.co/pt-br.html)
05:06:26	1150/1150	---M--	200	added ('OK')	text/html	date:Mon,%2026%20Sep%202022%2002:06:26%20GMT	https://damnedbetagame.repl.co/themes/elderand/assets/images/orns/orn-fixed-bar.html	C:/My%20Web%20Sites/qwe/damnedbetagame.repl.co/themes/elderand/assets/images/orns/orn-fixed-bar.html	(from https://damnedbetagame.repl.co/pt-br.html)
05:06:27	1154/1154	---M--	200	added ('OK')	text/html	date:Mon,%2026%20Sep%202022%2002:06:27%20GMT	https://damnedbetagame.repl.co/themes/elderand/assets/images/orns/m-orn-fixed-bar.html	C:/My%20Web%20Sites/qwe/damnedbetagame.repl.co/themes/elderand/assets/images/orns/m-orn-fixed-bar.html	(from https://damnedbetagame.repl.co/pt-br.html)
05:06:28	1146/1146	---M--	200	added ('OK')	text/html	date:Mon,%2026%20Sep%202022%2002:06:28%20GMT	https://damnedbetagame.repl.co/themes/elderand/assets/images/orns/orn-section.html	C:/My%20Web%20Sites/qwe/damnedbetagame.repl.co/themes/elderand/assets/images/orns/orn-section.html	(from https://damnedbetagame.repl.co/pt-br.html)
05:06:29	1170/1170	---M--	200	added ('OK')	text/html	date:Mon,%2026%20Sep%202022%2002:06:28%20GMT	https://damnedbetagame.repl.co/themes/elderand/assets/images/parallax-banner/bg-deep-blue.html	C:/My%20Web%20Sites/qwe/damnedbetagame.repl.co/themes/elderand/assets/images/parallax-banner/bg-deep-blue.html	(from https://damnedbetagame.repl.co/pt-br.html)
05:06:30	1168/1168	---M--	200	added ('OK')	text/html	date:Mon,%2026%20Sep%202022%2002:06:29%20GMT	https://damnedbetagame.repl.co/themes/elderand/assets/images/parallax-banner/parallax-04.html	C:/My%20Web%20Sites/qwe/damnedbetagame.repl.co/themes/elderand/assets/images/parallax-banner/parallax-04.html	(from https://damnedbetagame.repl.co/pt-br.html)
05:06:31	1158/1158	---M--	200	added ('OK')	text/html	date:Mon,%2026%20Sep%202022%2002:06:30%20GMT	https://damnedbetagame.repl.co/themes/elderand/assets/images/parallax-banner/fog-03.html	C:/My%20Web%20Sites/qwe/damnedbetagame.repl.co/themes/elderand/assets/images/parallax-banner/fog-03.html	(from https://damnedbetagame.repl.co/pt-br.html)
05:06:32	1168/1168	---M--	200	added ('OK')	text/html	date:Mon,%2026%20Sep%202022%2002:06:31%20GMT	https://damnedbetagame.repl.co/themes/elderand/assets/images/parallax-banner/parallax-03.html	C:/My%20Web%20Sites/qwe/damnedbetagame.repl.co/themes/elderand/assets/images/parallax-banner/parallax-03.html	(from https://damnedbetagame.repl.co/pt-br.html)
05:06:32	1158/1158	---M--	200	added ('OK')	text/html	date:Mon,%2026%20Sep%202022%2002:06:32%20GMT	https://damnedbetagame.repl.co/themes/elderand/assets/images/parallax-banner/fog-02.html	C:/My%20Web%20Sites/qwe/damnedbetagame.repl.co/themes/elderand/assets/images/parallax-banner/fog-02.html	(from https://damnedbetagame.repl.co/pt-br.html)
05:06:34	1168/1168	---M--	200	added ('OK')	text/html	date:Mon,%2026%20Sep%202022%2002:06:33%20GMT	https://damnedbetagame.repl.co/themes/elderand/assets/images/parallax-banner/parallax-02.html	C:/My%20Web%20Sites/qwe/damnedbetagame.repl.co/themes/elderand/assets/images/parallax-banner/parallax-02.html	(from https://damnedbetagame.repl.co/pt-br.html)
05:06:35	1158/1158	---M--	200	added ('OK')	text/html	date:Mon,%2026%20Sep%202022%2002:06:34%20GMT	https://damnedbetagame.repl.co/themes/elderand/assets/images/parallax-banner/fog-01.html	C:/My%20Web%20Sites/qwe/damnedbetagame.repl.co/themes/elderand/assets/images/parallax-banner/fog-01.html	(from https://damnedbetagame.repl.co/pt-br.html)
05:06:35	1168/1168	---M--	200	added ('OK')	text/html	date:Mon,%2026%20Sep%202022%2002:06:35%20GMT	https://damnedbetagame.repl.co/themes/elderand/assets/images/parallax-banner/parallax-01.html	C:/My%20Web%20Sites/qwe/damnedbetagame.repl.co/themes/elderand/assets/images/parallax-banner/parallax-01.html	(from https://damnedbetagame.repl.co/pt-br.html)
05:06:36	1138/1138	---M--	200	added ('OK')	text/html	date:Mon,%2026%20Sep%202022%2002:06:36%20GMT	https://damnedbetagame.repl.co/themes/elderand/assets/images/logos/mantra.html	C:/My%20Web%20Sites/qwe/damnedbetagame.repl.co/themes/elderand/assets/images/logos/mantra.html	(from https://damnedbetagame.repl.co/pt-br.html)
05:06:37	1142/1142	---M--	200	added ('OK')	text/html	date:Mon,%2026%20Sep%202022%2002:06:37%20GMT	https://damnedbetagame.repl.co/themes/elderand/assets/images/logos/sinergia.html	C:/My%20Web%20Sites/qwe/damnedbetagame.repl.co/themes/elderand/assets/images/logos/sinergia.html	(from https://damnedbetagame.repl.co/pt-br.html)
05:06:38	1138/1138	---M--	200	added ('OK')	text/html	date:Mon,%2026%20Sep%202022%2002:06:38%20GMT	https://damnedbetagame.repl.co/themes/elderand/assets/images/logos/ancine.html	C:/My%20Web%20Sites/qwe/damnedbetagame.repl.co/themes/elderand/assets/images/logos/ancine.html	(from https://damnedbetagame.repl.co/pt-br.html)
05:06:39	1134/1134	---M--	200	added ('OK')	text/html	date:Mon,%2026%20Sep%202022%2002:06:39%20GMT	https://damnedbetagame.repl.co/themes/elderand/assets/images/logos/brde.html	C:/My%20Web%20Sites/qwe/damnedbetagame.repl.co/themes/elderand/assets/images/logos/brde.html	(from https://damnedbetagame.repl.co/pt-br.html)
05:06:40	1132/1132	---M--	200	added ('OK')	text/html	date:Mon,%2026%20Sep%202022%2002:06:40%20GMT	https://damnedbetagame.repl.co/themes/elderand/assets/images/logos/fsa.html	C:/My%20Web%20Sites/qwe/damnedbetagame.repl.co/themes/elderand/assets/images/logos/fsa.html	(from https://damnedbetagame.repl.co/pt-br.html)
05:06:41	247/247	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Sep%202022%2002:06:41%20GMT	https://damnedbetagame.repl.co/storage/app/uploads/public/5f2/36e/ed3/5f236eed33d34752313128.png	C:/My%20Web%20Sites/qwe/damnedbetagame.repl.co/storage/app/uploads/public/5f2/36e/ed3/5f236eed33d34752313128.png	(from https://damnedbetagame.repl.co/pt-br.html)
05:06:42	569/569	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Sep%202022%2002:06:42%20GMT	https://damnedbetagame.repl.co/storage/app/uploads/public/5f2/36f/1f5/5f236f1f5e5ac403759982.png	C:/My%20Web%20Sites/qwe/damnedbetagame.repl.co/storage/app/uploads/public/5f2/36f/1f5/5f236f1f5e5ac403759982.png	(from https://damnedbetagame.repl.co/pt-br.html)
05:06:43	450/450	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Sep%202022%2002:06:43%20GMT	https://damnedbetagame.repl.co/storage/app/uploads/public/5f4/983/f06/5f4983f06e008826702728.png	C:/My%20Web%20Sites/qwe/damnedbetagame.repl.co/storage/app/uploads/public/5f4/983/f06/5f4983f06e008826702728.png	(from https://damnedbetagame.repl.co/pt-br.html)
05:06:44	564/564	---M--	200	added ('OK')	image/png	date:Mon,%2026%20Sep%202022%2002:06:44%20GMT	https://damnedbetagame.repl.co/storage/app/uploads/public/5f6/364/19d/5f636419dae17173414355.png	C:/My%20Web%20Sites/qwe/damnedbetagame.repl.co/storage/app/uploads/public/5f6/364/19d/5f636419dae17173414355.png	(from https://damnedbetagame.repl.co/pt-br.html)
05:06:46	1122/1122	---M--	200	added ('OK')	text/html	date:Mon,%2026%20Sep%202022%2002:06:45%20GMT	https://damnedbetagame.repl.co/themes/elderand/assets/js/main.min.html	C:/My%20Web%20Sites/qwe/damnedbetagame.repl.co/themes/elderand/assets/js/main.min.html	(from https://damnedbetagame.repl.co/pt-br.html)
05:06:46	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2026%20Sep%202022%2002:06:45%20GMT	https://cloud.webtype.com/css/3a8e55c6-b1f3-4659-99eb-125ae72bd084.css	C:/My%20Web%20Sites/qwe/cloud.webtype.com/css/3a8e55c6-b1f3-4659-99eb-125ae72bd084.3c.delayed	(from https://damnedbetagame.repl.co/hemes/damned/assets/images/avicon85108510.html)
05:06:46	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2020%20Sep%202022%2015:39:25%20GMT	https://cloud.typenetwork.com/css/3a8e55c6-b1f3-4659-99eb-125ae72bd084.css	C:/My%20Web%20Sites/qwe/cloud.typenetwork.com/css/3a8e55c6-b1f3-4659-99eb-125ae72bd084.3d.delayed	(from https://damnedbetagame.repl.co/hemes/damned/assets/images/avicon85108510.html)
05:06:47	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2025%20Sep%202022%2002:10:55%20GMT	https://cdn.glitch.com/d7f4f279-e13b-4330-8422-00b2d9211424%2FGlitch-Error-Rainbow-Mug-hires.png?v=1595481653593	C:/My%20Web%20Sites/qwe/cdn.glitch.com/d7f4f279-e13b-4330-8422-00b2d9211424/Glitch-Error-Rainbow-Mug-hires.3e2fd7.delayed	(from https://damnedbetagame.repl.co/hemes/damned/assets/images/avicon85108510.html)
05:06:48	170377/170377	---M--	200	added ('OK')	image/png	etag:%22a002b1fa4cf220520bebb230b1b68a80%22	https://cdn.glitch.me/d7f4f279-e13b-4330-8422-00b2d9211424%2FGlitch-Error-Rainbow-Mug-hires.png	C:/My%20Web%20Sites/qwe/cdn.glitch.me/d7f4f279-e13b-4330-8422-00b2d9211424/Glitch-Error-Rainbow-Mug-hires.png	(from https://damnedbetagame.repl.co/hemes/damned/assets/images/avicon85108510.html)
05:06:49	8576/8576	---M--	200	added ('OK')	%e0%0e%a8%03%e8%0e%a8%03	date:Mon,%2026%20Sep%202022%2002:06:48%20GMT	https://damnedbetagame.repl.co/themes/damned/assets/fonts/icons/icons-elderand626262626262.eot?58616394	C:/My%20Web%20Sites/qwe/damnedbetagame.repl.co/themes/damned/assets/fonts/icons/icons-elderand6262626262626262.eot	(from https://damnedbetagame.repl.co/themes/damned/assets/css/style.min5d245d245d24.css?v=1063455755)
05:06:50	4484/4484	---M--	200	added ('OK')	%c5&%1awxO(w%18%9a%f6%03	date:Mon,%2026%20Sep%202022%2002:06:49%20GMT	https://damnedbetagame.repl.co/themes/damned/assets/fonts/icons/icons-elderand626262626262.woff2?58616394	C:/My%20Web%20Sites/qwe/damnedbetagame.repl.co/themes/damned/assets/fonts/icons/icons-elderand6262626262626262.woff2	(from https://damnedbetagame.repl.co/themes/damned/assets/css/style.min5d245d245d24.css?v=1063455755)
05:06:51	5320/5320	---M--	200	added ('OK')	%01	date:Mon,%2026%20Sep%202022%2002:06:50%20GMT	https://damnedbetagame.repl.co/themes/damned/assets/fonts/icons/icons-elderand626262626262.woff?58616394	C:/My%20Web%20Sites/qwe/damnedbetagame.repl.co/themes/damned/assets/fonts/icons/icons-elderand6262626262626262.woff	(from https://damnedbetagame.repl.co/themes/damned/assets/css/style.min5d245d245d24.css?v=1063455755)
05:06:52	8384/8384	---M--	200	added ('OK')	%01	date:Mon,%2026%20Sep%202022%2002:06:51%20GMT	https://damnedbetagame.repl.co/themes/damned/assets/fonts/icons/icons-elderand626262626262.ttf?58616394	C:/My%20Web%20Sites/qwe/damnedbetagame.repl.co/themes/damned/assets/fonts/icons/icons-elderand6262626262626262.ttf	(from https://damnedbetagame.repl.co/themes/damned/assets/css/style.min5d245d245d24.css?v=1063455755)
05:06:53	5613/5613	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2026%20Sep%202022%2002:06:52%20GMT	https://damnedbetagame.repl.co/themes/damned/assets/fonts/icons/icons-elderand626262626262.svg?58616394	C:/My%20Web%20Sites/qwe/damnedbetagame.repl.co/themes/damned/assets/fonts/icons/icons-elderand6262626262626262.svg	(from https://damnedbetagame.repl.co/themes/damned/assets/css/style.min5d245d245d24.css?v=1063455755)
05:06:54	159178/159178	---M--	200	added ('OK')	%01	date:Mon,%2026%20Sep%202022%2002:06:53%20GMT	https://damnedbetagame.repl.co/themes/damned/assets/fonts/web/Calluna-Regular.eot	C:/My%20Web%20Sites/qwe/damnedbetagame.repl.co/themes/damned/assets/fonts/web/Calluna-Regular.eot	(from https://damnedbetagame.repl.co/themes/damned/assets/css/style.min5d245d245d24.css?v=1063455755)
05:06:55	159178/159178	---M--	200	added ('OK')	%01	date:Mon,%2026%20Sep%202022%2002:06:54%20GMT	https://damnedbetagame.repl.co/themes/damned/assets/fonts/web/Calluna-Regulard41dd41dd41d.eot?	C:/My%20Web%20Sites/qwe/damnedbetagame.repl.co/themes/damned/assets/fonts/web/Calluna-Regulard41dd41dd41dd41d.eot	(from https://damnedbetagame.repl.co/themes/damned/assets/css/style.min5d245d245d24.css?v=1063455755)
05:06:55	48180/48180	---M--	200	added ('OK')	%e0%87%f5%03	date:Mon,%2026%20Sep%202022%2002:06:55%20GMT	https://damnedbetagame.repl.co/themes/damned/assets/fonts/web/Calluna-Regular.woff2	C:/My%20Web%20Sites/qwe/damnedbetagame.repl.co/themes/damned/assets/fonts/web/Calluna-Regular.woff2	(from https://damnedbetagame.repl.co/themes/damned/assets/css/style.min5d245d245d24.css?v=1063455755)
05:06:57	68764/68764	---M--	200	added ('OK')	%01	date:Mon,%2026%20Sep%202022%2002:06:56%20GMT	https://damnedbetagame.repl.co/themes/damned/assets/fonts/web/Calluna-Regular.woff	C:/My%20Web%20Sites/qwe/damnedbetagame.repl.co/themes/damned/assets/fonts/web/Calluna-Regular.woff	(from https://damnedbetagame.repl.co/themes/damned/assets/css/style.min5d245d245d24.css?v=1063455755)
